Experiment,Scenario,Stage1,stage2_name,pipeline,EF1,Prec,Rec,AUROC,TR,DER,TTD_sec,Cavg_MACs_per_s,EUI,Stage1_calls,Stage2_calls,Stage3_calls,Top1_Acc
Stage2+Stage3_single_clips,,,bcresnet_tau3,S2+S3_single_clip,0.891566265059743,0.992337164750954,0.8093749999999974,0.9024162946428571,,,,6796443.52,1.3118129539900053e-07,0.0,2000.0,550.0,
Stage2+Stage3_single_clips,,,bcresnet_tau1,S2+S3_single_clip,0.9579288025884942,0.9932885906040234,0.924999999999997,0.9179166666666667,,,,8363443.168,1.1453761128594713e-07,0.0,2000.0,820.0,
Stage2+Stage3_single_clips,,,bcresnet_tau8,S2+S3_single_clip,0.9648562300314459,0.9869281045751601,0.943749999999997,0.9261774553571429,,,,9512576.2432,1.0142953973390403e-07,0.0,2000.0,1018.0,
Stage2+Stage3_single_clips,,,mn04_binary,S2+S3_single_clip,0.9905956112847633,0.9937106918238962,0.9874999999999968,0.9998307291666667,,,,15007156.6944,6.600821404459709e-08,0.0,2000.0,331.0,
Stage2+Stage3_soundscapes,busy_indoor,,bcresnet_tau1,S2+S3,0.5054945054940451,0.7419354838709439,0.3833333333333269,0.7896052631578947,,0.13333333333333333,1.4383437500000014,51520611.733333334,9.81150045559329e-09,0.0,1200.0,160.0,
Stage2+Stage3_soundscapes,busy_indoor,,bcresnet_tau3,S2+S3,0.482758620689216,0.777777777777749,0.34999999999999415,0.7435380116959064,,0.2725,1.4383437500000014,67674250.08,7.133564392934253e-09,0.0,1200.0,327.0,
Stage2+Stage3_soundscapes,busy_indoor,,bcresnet_tau8,S2+S3,0.4587155963297719,0.5102040816326426,0.4166666666666597,0.8690789473684211,,0.2816666666666667,1.4383437500000014,68738262.18666667,6.673366211733385e-09,0.0,1200.0,338.0,
Stage2+Stage3_soundscapes,busy_indoor,,mn04_binary,S2+S3,0.5287356321834679,0.8518518518518203,0.3833333333333269,0.8804093567251462,,0.035833333333333335,1.4383437500000014,135020632.05333334,3.915961761863302e-09,0.0,1200.0,43.0,
Stage2+Stage3_soundscapes,commute_like,,bcresnet_tau8,S2+S3,0.08695652173863518,0.07692307692307397,0.09999999999999501,0.9453813559322034,,0.24166666666666667,9.148062500000009,64095300.266666666,1.3566754719434195e-09,0.0,1200.0,290.0,
Stage2+Stage3_soundscapes,commute_like,,mn04_binary,S2+S3,0.16666666666637503,0.499999999999875,0.09999999999999501,0.9591525423728814,,0.0275,9.148062500000009,134053348.32,1.2432861152302103e-09,0.0,1200.0,33.0,
Stage2+Stage3_soundscapes,commute_like,,bcresnet_tau1,S2+S3,0.0,0.0,0.0,0.3511016949152542,,0.1825,116.64806250000001,57227585.76,0.0,0.0,1200.0,219.0,
Stage2+Stage3_soundscapes,commute_like,,bcresnet_tau3,S2+S3,0.0,0.0,0.0,0.7723305084745763,,0.38916666666666666,116.64806250000001,81216222.34666666,0.0,0.0,1200.0,467.0,
Stage2+Stage3_soundscapes,kitchen_like,,bcresnet_tau1,S2+S3,0.46153846153793826,0.4736842105262909,0.44999999999997753,0.7904237288135593,,0.16833333333333333,1.5097499999999968,55583203.413333334,8.303559946082994e-09,0.0,1200.0,202.0,
Stage2+Stage3_soundscapes,kitchen_like,,bcresnet_tau8,S2+S3,0.43478260869514185,0.38461538461536987,0.499999999999975,0.5849576271186441,,0.29,1.0097499999999968,69705545.92,6.237417739961972e-09,0.0,1200.0,348.0,
